time,cpi_mom,cpi_yoy,cpi_yoy_diff,cpi_mom_log,cpi_mom_log_lag_1,cpi_mom_log_lag_12,cpi_yoy_diff_lag_1,cpi_yoy_diff_lag_12,cpi_mom_log_pct_change,cpi_yoy_diff_pct_change,cpi_mom_log_seasonal_12,cpi_mom_log_seasonal_24,cpi_yoy_diff_seasonal_12,cpi_yoy_diff_seasonal_24,cpi_mom_log_window_1,cpi_yoy_diff_window_1,cpi_mom_log_window_2,cpi_yoy_diff_window_2,cpi_mom_log_window_3,cpi_yoy_diff_window_3,cpi_mom_log_window_4,cpi_yoy_diff_window_4,cpi_mom_log_window_5,cpi_yoy_diff_window_5,cpi_mom_log_window_6,cpi_yoy_diff_window_6
1997-04-01,99.4,101.68,-0.7099999999999937,4.599152113662528,4.600157644164547,4.6061696863211745,-1.3400000000000034,-0.9799999999999898,-0.00021858609634695103,-0.4701492537313493,4.6061696863211745,,-0.9799999999999898,,4.600157644164547,-1.3400000000000034,4.623010104116422,-0.7099999999999937,4.613138355637268,-0.10999999999999943,4.61512051684126,0.730000000000004,4.6141299273595635,0.8199999999999932,4.6061696863211745,0.0
1997-05-01,99.5,101.68,0.0,4.600157644164547,4.599152113662528,4.600157644164547,-0.7099999999999937,-2.450000000000003,0.00021863388667475725,-1.0,4.600157644164547,,-2.450000000000003,,4.599152113662528,-0.7099999999999937,4.600157644164547,-1.3400000000000034,4.623010104116422,-0.7099999999999937,4.613138355637268,-0.10999999999999943,4.61512051684126,0.730000000000004,4.6141299273595635,0.8199999999999932
1997-06-01,100.1,102.29,0.6099999999999994,4.6061696863211745,4.600157644164547,4.600157644164547,0.0,-1.3700000000000045,0.0013069208974292312,inf,4.600157644164547,,-1.3700000000000045,,4.600157644164547,0.0,4.599152113662528,-0.7099999999999937,4.600157644164547,-1.3400000000000034,4.623010104116422,-0.7099999999999937,4.613138355637268,-0.10999999999999943,4.61512051684126,0.730000000000004
1997-07-01,100.2,103.22,0.9299999999999926,4.607168188650764,4.6061696863211745,4.598145571051127,0.6099999999999994,-0.7299999999999898,0.00021677497738625817,0.5245901639344155,4.598145571051127,,-0.7299999999999898,,4.6061696863211745,0.6099999999999994,4.600157644164547,0.0,4.599152113662528,-0.7099999999999937,4.600157644164547,-1.3400000000000034,4.623010104116422,-0.7099999999999937,4.613138355637268,-0.10999999999999943
1997-08-01,100.1,103.73,0.5100000000000051,4.6061696863211745,4.607168188650764,4.601162164590552,0.9299999999999926,-0.730000000000004,-0.00021672799617977745,-0.4516129032257966,4.601162164590552,,-0.730000000000004,,4.607168188650764,0.9299999999999926,4.6061696863211745,0.6099999999999994,4.600157644164547,0.0,4.599152113662528,-0.7099999999999937,4.600157644164547,-1.3400000000000034,4.623010104116422,-0.7099999999999937
1997-09-01,100.6,104.05,0.3199999999999932,4.611152257665639,4.6061696863211745,4.60816569496789,0.5100000000000051,-0.20000000000000284,0.0010817168458341353,-0.3725490196078628,4.60816569496789,,-0.20000000000000284,,4.6061696863211745,0.5100000000000051,4.607168188650764,0.9299999999999926,4.6061696863211745,0.6099999999999994,4.600157644164547,0.0,4.599152113662528,-0.7099999999999937,4.600157644164547,-1.3400000000000034
1997-10-01,100.3,104.25,0.20000000000000284,4.60816569496789,4.611152257665639,4.6061696863211745,0.3199999999999932,0.0,-0.0006476825164001276,-0.3749999999999778,4.6061696863211745,,0.0,,4.611152257665639,0.3199999999999932,4.6061696863211745,0.5100000000000051,4.607168188650764,0.9299999999999926,4.6061696863211745,0.6099999999999994,4.600157644164547,0.0,4.599152113662528,-0.7099999999999937
1997-11-01,100.3,103.63,-0.6200000000000045,4.60816569496789,4.60816569496789,4.6141299273595635,0.20000000000000284,0.8199999999999932,0.0,-4.099999999999978,4.6141299273595635,,0.8199999999999932,,4.60816569496789,0.20000000000000284,4.611152257665639,0.3199999999999932,4.6061696863211745,0.5100000000000051,4.607168188650764,0.9299999999999926,4.6061696863211745,0.6099999999999994,4.600157644164547,0.0
1997-12-01,101.0,103.63,0.0,4.61512051684126,4.60816569496789,4.61512051684126,-0.6200000000000045,0.730000000000004,0.001509238671900226,-1.0,4.61512051684126,,0.730000000000004,,4.60816569496789,-0.6200000000000045,4.60816569496789,0.20000000000000284,4.611152257665639,0.3199999999999932,4.6061696863211745,0.5100000000000051,4.607168188650764,0.9299999999999926,4.6061696863211745,0.6099999999999994
1998-01-01,101.6,104.46,0.8299999999999983,4.6210435351443815,4.61512051684126,4.613138355637268,0.0,-0.10999999999999943,0.001283394069885757,inf,4.613138355637268,4.6141299273595635,-0.10999999999999943,-3.1499999999999915,4.61512051684126,0.0,4.60816569496789,-0.6200000000000045,4.60816569496789,0.20000000000000284,4.611152257665639,0.3199999999999932,4.6061696863211745,0.5100000000000051,4.607168188650764,0.9299999999999926
1998-02-01,102.2,104.87,0.4100000000000108,4.626931677769604,4.6210435351443815,4.623010104116422,0.8299999999999983,-0.7099999999999937,0.0012742019373852553,-0.5060240963855281,4.623010104116422,4.629862798578463,-0.7099999999999937,-0.960000000000008,4.6210435351443815,0.8299999999999983,4.61512051684126,0.0,4.60816569496789,-0.6200000000000045,4.60816569496789,0.20000000000000284,4.611152257665639,0.3199999999999932,4.6061696863211745,0.5100000000000051
1998-03-01,99.2,104.55,-0.3200000000000074,4.597138014290827,4.626931677769604,4.600157644164547,0.4100000000000108,-1.3400000000000034,-0.006439183794721304,-1.7804878048780464,4.600157644164547,4.613138355637268,-1.3400000000000034,0.6599999999999966,4.626931677769604,0.4100000000000108,4.6210435351443815,0.8299999999999983,4.61512051684126,0.0,4.60816569496789,-0.6200000000000045,4.60816569496789,0.20000000000000284,4.611152257665639,0.3199999999999932
1998-04-01,101.6,106.86,2.3100000000000023,4.6210435351443815,4.597138014290827,4.599152113662528,-0.3200000000000074,-0.7099999999999937,0.00520008770222713,-8.21874999999984,4.599152113662528,4.6061696863211745,-0.7099999999999937,-0.9799999999999898,4.597138014290827,-0.3200000000000074,4.626931677769604,0.4100000000000108,4.6210435351443815,0.8299999999999983,4.61512051684126,0.0,4.60816569496789,-0.6200000000000045,4.60816569496789,0.20000000000000284
1998-05-01,101.4,108.9,2.0400000000000063,4.619073091157083,4.6210435351443815,4.600157644164547,2.3100000000000023,0.0,-0.0004264067136162675,-0.11688311688311503,4.600157644164547,4.600157644164547,0.0,-2.450000000000003,4.6210435351443815,2.3100000000000023,4.597138014290827,-0.3200000000000074,4.626931677769604,0.4100000000000108,4.6210435351443815,0.8299999999999983,4.61512051684126,0.0,4.60816569496789,-0.6200000000000045
1998-06-01,100.0,108.8,-0.10000000000000853,4.605170185988092,4.619073091157083,4.6061696863211745,2.0400000000000063,0.6099999999999994,-0.0030098907063426106,-1.0490196078431413,4.6061696863211745,4.600157644164547,0.6099999999999994,-1.3700000000000045,4.619073091157083,2.0400000000000063,4.6210435351443815,2.3100000000000023,4.597138014290827,-0.3200000000000074,4.626931677769604,0.4100000000000108,4.6210435351443815,0.8299999999999983,4.61512051684126,0.0
1998-07-01,99.5,108.04,-0.7599999999999909,4.600157644164547,4.605170185988092,4.607168188650764,-0.10000000000000853,0.9299999999999926,-0.0010884596271374392,6.599999999999261,4.607168188650764,4.598145571051127,0.9299999999999926,-0.7299999999999898,4.605170185988092,-0.10000000000000853,4.619073091157083,2.0400000000000063,4.6210435351443815,2.3100000000000023,4.597138014290827,-0.3200000000000074,4.626931677769604,0.4100000000000108,4.6210435351443815,0.8299999999999983
1998-08-01,101.1,109.11,1.0699999999999932,4.616110126026426,4.600157644164547,4.6061696863211745,-0.7599999999999909,0.5100000000000051,0.003467811995989889,-2.4078947368421133,4.6061696863211745,4.601162164590552,0.5100000000000051,-0.730000000000004,4.600157644164547,-0.7599999999999909,4.605170185988092,-0.10000000000000853,4.619073091157083,2.0400000000000063,4.6210435351443815,2.3100000000000023,4.597138014290827,-0.3200000000000074,4.626931677769604,0.4100000000000108
1998-09-01,101.0,109.55,0.4399999999999977,4.61512051684126,4.616110126026426,4.611152257665639,1.0699999999999932,0.3199999999999932,-0.00021438162395359672,-0.5887850467289715,4.611152257665639,4.60816569496789,0.3199999999999932,-0.20000000000000284,4.616110126026426,1.0699999999999932,4.600157644164547,-0.7599999999999909,4.605170185988092,-0.10000000000000853,4.619073091157083,2.0400000000000063,4.6210435351443815,2.3100000000000023,4.597138014290827,-0.3200000000000074
1998-10-01,100.3,109.55,0.0,4.60816569496789,4.61512051684126,4.60816569496789,0.4399999999999977,0.20000000000000284,-0.001506964303096825,-1.0,4.60816569496789,4.6061696863211745,0.20000000000000284,0.0,4.61512051684126,0.4399999999999977,4.616110126026426,1.0699999999999932,4.600157644164547,-0.7599999999999909,4.605170185988092,-0.10000000000000853,4.619073091157083,2.0400000000000063,4.6210435351443815,2.3100000000000023
1998-11-01,100.1,109.33,-0.21999999999999886,4.6061696863211745,4.60816569496789,4.60816569496789,0.0,-0.6200000000000045,-0.00043314602356747667,-inf,4.60816569496789,4.6141299273595635,-0.6200000000000045,0.8199999999999932,4.60816569496789,0.0,4.61512051684126,0.4399999999999977,4.616110126026426,1.0699999999999932,4.600157644164547,-0.7599999999999909,4.605170185988092,-0.10000000000000853,4.619073091157083,2.0400000000000063
1998-12-01,100.8,109.11,-0.21999999999999886,4.613138355637268,4.6061696863211745,4.61512051684126,-0.21999999999999886,0.0,0.0015128989574111351,0.0,4.61512051684126,4.61512051684126,0.0,0.730000000000004,4.6061696863211745,-0.21999999999999886,4.60816569496789,0.0,4.61512051684126,0.4399999999999977,4.616110126026426,1.0699999999999932,4.600157644164547,-0.7599999999999909,4.605170185988092,-0.10000000000000853
1999-01-01,101.7,109.22,0.10999999999999943,4.622027303054514,4.613138355637268,4.6210435351443815,-0.21999999999999886,0.8299999999999983,0.0019268763977962067,-1.5,4.6210435351443815,4.613138355637268,0.8299999999999983,-0.10999999999999943,4.613138355637268,-0.21999999999999886,4.6061696863211745,-0.21999999999999886,4.60816569496789,0.0,4.61512051684126,0.4399999999999977,4.616110126026426,1.0699999999999932,4.600157644164547,-0.7599999999999909
1999-02-01,101.9,108.9,-0.3199999999999932,4.623991940228679,4.622027303054514,4.626931677769604,0.10999999999999943,0.4100000000000108,0.0004250596211032853,-3.909090909090862,4.626931677769604,4.623010104116422,0.4100000000000108,-0.7099999999999937,4.622027303054514,0.10999999999999943,4.613138355637268,-0.21999999999999886,4.6061696863211745,-0.21999999999999886,4.60816569496789,0.0,4.61512051684126,0.4399999999999977,4.616110126026426,1.0699999999999932
1999-03-01,99.3,109.01,0.10999999999999943,4.598145571051127,4.623991940228679,4.597138014290827,-0.3199999999999932,-0.3200000000000074,-0.005589622454288734,-1.3437500000000056,4.597138014290827,4.600157644164547,-0.3200000000000074,-1.3400000000000034,4.623991940228679,-0.3199999999999932,4.622027303054514,0.10999999999999943,4.613138355637268,-0.21999999999999886,4.6061696863211745,-0.21999999999999886,4.60816569496789,0.0,4.61512051684126,0.4399999999999977
1999-04-01,99.4,106.65,-2.3599999999999994,4.599152113662528,4.598145571051127,4.6210435351443815,0.10999999999999943,2.3100000000000023,0.00021890185855322208,-22.45454545454556,4.6210435351443815,4.599152113662528,2.3100000000000023,-0.7099999999999937,4.598145571051127,0.10999999999999943,4.623991940228679,-0.3199999999999932,4.622027303054514,0.10999999999999943,4.613138355637268,-0.21999999999999886,4.6061696863211745,-0.21999999999999886,4.60816569496789,0.0
1999-05-01,99.6,104.76,-1.8900000000000006,4.601162164590552,4.599152113662528,4.619073091157083,-2.3599999999999994,2.0400000000000063,0.00043704815112599604,-0.19915254237288094,4.619073091157083,4.600157644164547,2.0400000000000063,0.0,4.599152113662528,-2.3599999999999994,4.598145571051127,0.10999999999999943,4.623991940228679,-0.3199999999999932,4.622027303054514,0.10999999999999943,4.613138355637268,-0.21999999999999886,4.6061696863211745,-0.21999999999999886
1999-06-01,99.7,104.44,-0.3200000000000074,4.602165676967792,4.601162164590552,4.605170185988092,-1.8900000000000006,-0.10000000000000853,0.00021809976291709,-0.8306878306878268,4.605170185988092,4.6061696863211745,-0.10000000000000853,0.6099999999999994,4.601162164590552,-1.8900000000000006,4.599152113662528,-2.3599999999999994,4.598145571051127,0.10999999999999943,4.623991940228679,-0.3199999999999932,4.622027303054514,0.10999999999999943,4.613138355637268,-0.21999999999999886
1999-07-01,99.6,104.55,0.10999999999999943,4.601162164590552,4.602165676967792,4.600157644164547,-0.3200000000000074,-0.7599999999999909,-0.0002180522057826373,-1.3437499999999902,4.600157644164547,4.607168188650764,-0.7599999999999909,0.9299999999999926,4.602165676967792,-0.3200000000000074,4.601162164590552,-1.8900000000000006,4.599152113662528,-2.3599999999999994,4.598145571051127,0.10999999999999943,4.623991940228679,-0.3199999999999932,4.622027303054514,0.10999999999999943
1999-08-01,99.6,103.0,-1.5499999999999972,4.601162164590552,4.601162164590552,4.616110126026426,0.10999999999999943,1.0699999999999932,0.0,-15.090909090909138,4.616110126026426,4.6061696863211745,1.0699999999999932,0.5100000000000051,4.601162164590552,0.10999999999999943,4.602165676967792,-0.3200000000000074,4.601162164590552,-1.8900000000000006,4.599152113662528,-2.3599999999999994,4.598145571051127,0.10999999999999943,4.623991940228679,-0.3199999999999932
1999-09-01,99.4,101.36,-1.6400000000000006,4.599152113662528,4.601162164590552,4.61512051684126,-1.5499999999999972,0.4399999999999977,-0.00043685722348429934,0.058064516129034516,4.61512051684126,4.611152257665639,0.4399999999999977,0.3199999999999932,4.601162164590552,-1.5499999999999972,4.601162164590552,0.10999999999999943,4.602165676967792,-0.3200000000000074,4.601162164590552,-1.8900000000000006,4.599152113662528,-2.3599999999999994,4.598145571051127,0.10999999999999943
1999-10-01,99.0,100.05,-1.3100000000000023,4.59511985013459,4.599152113662528,4.60816569496789,-1.6400000000000006,0.0,-0.0008767406313785475,-0.2012195121951208,4.60816569496789,4.60816569496789,0.0,0.20000000000000284,4.599152113662528,-1.6400000000000006,4.601162164590552,-1.5499999999999972,4.601162164590552,0.10999999999999943,4.602165676967792,-0.3200000000000074,4.601162164590552,-1.8900000000000006,4.599152113662528,-2.3599999999999994
1999-11-01,100.4,100.35,0.29999999999999716,4.609162207257629,4.59511985013459,4.6061696863211745,-1.3100000000000023,-0.21999999999999886,0.003055928372059258,-1.2290076335877838,4.6061696863211745,4.60816569496789,-0.21999999999999886,-0.6200000000000045,4.59511985013459,-1.3100000000000023,4.599152113662528,-1.6400000000000006,4.601162164590552,-1.5499999999999972,4.601162164590552,0.10999999999999943,4.602165676967792,-0.3200000000000074,4.601162164590552,-1.8900000000000006
1999-12-01,100.5,100.05,-0.29999999999999716,4.61015772749913,4.609162207257629,4.613138355637268,0.29999999999999716,-0.21999999999999886,0.00021598724382787537,-2.0,4.613138355637268,4.61512051684126,-0.21999999999999886,0.0,4.609162207257629,0.29999999999999716,4.59511985013459,-1.3100000000000023,4.599152113662528,-1.6400000000000006,4.601162164590552,-1.5499999999999972,4.601162164590552,0.10999999999999943,4.602165676967792,-0.3200000000000074
2000-01-01,100.4,98.77,-1.2800000000000011,4.609162207257629,4.61015772749913,4.622027303054514,-0.29999999999999716,0.10999999999999943,-0.00021594060341212362,3.266666666666711,4.622027303054514,4.6210435351443815,0.10999999999999943,0.8299999999999983,4.61015772749913,-0.29999999999999716,4.609162207257629,0.29999999999999716,4.59511985013459,-1.3100000000000023,4.599152113662528,-1.6400000000000006,4.601162164590552,-1.5499999999999972,4.601162164590552,0.10999999999999943
2000-02-01,101.6,98.48,-0.28999999999999204,4.6210435351443815,4.609162207257629,4.623991940228679,-1.2800000000000011,-0.3199999999999932,0.002577763019067536,-0.7734375000000064,4.623991940228679,4.626931677769604,-0.3199999999999932,0.4100000000000108,4.609162207257629,-1.2800000000000011,4.61015772749913,-0.29999999999999716,4.609162207257629,0.29999999999999716,4.59511985013459,-1.3100000000000023,4.599152113662528,-1.6400000000000006,4.601162164590552,-1.5499999999999972
2000-03-01,98.9,98.09,-0.39000000000000057,4.594109238628667,4.6210435351443815,4.598145571051127,-0.28999999999999204,0.10999999999999943,-0.005828617780999412,0.34482758620693543,4.598145571051127,4.597138014290827,0.10999999999999943,-0.3200000000000074,4.6210435351443815,-0.28999999999999204,4.609162207257629,-1.2800000000000011,4.61015772749913,-0.29999999999999716,4.609162207257629,0.29999999999999716,4.59511985013459,-1.3100000000000023,4.599152113662528,-1.6400000000000006
2000-04-01,99.3,97.99,-0.10000000000000853,4.598145571051127,4.594109238628667,4.599152113662528,-0.39000000000000057,-2.3599999999999994,0.0008785886910398499,-0.7435897435897221,4.599152113662528,4.6210435351443815,-2.3599999999999994,2.3100000000000023,4.594109238628667,-0.39000000000000057,4.6210435351443815,-0.28999999999999204,4.609162207257629,-1.2800000000000011,4.61015772749913,-0.29999999999999716,4.609162207257629,0.29999999999999716,4.59511985013459,-1.3100000000000023
2000-05-01,99.4,97.79,-0.19999999999998863,4.599152113662528,4.598145571051127,4.601162164590552,-0.10000000000000853,-1.8900000000000006,0.00021890185855322208,0.9999999999997158,4.601162164590552,4.619073091157083,-1.8900000000000006,2.0400000000000063,4.598145571051127,-0.10000000000000853,4.594109238628667,-0.39000000000000057,4.6210435351443815,-0.28999999999999204,4.609162207257629,-1.2800000000000011,4.61015772749913,-0.29999999999999716,4.609162207257629,0.29999999999999716
2000-06-01,99.5,97.59,-0.20000000000000284,4.600157644164547,4.599152113662528,4.602165676967792,-0.19999999999998863,-0.3200000000000074,0.00021863388667475725,7.105427357601002e-14,4.602165676967792,4.605170185988092,-0.3200000000000074,-0.10000000000000853,4.599152113662528,-0.19999999999998863,4.598145571051127,-0.10000000000000853,4.594109238628667,-0.39000000000000057,4.6210435351443815,-0.28999999999999204,4.609162207257629,-1.2800000000000011,4.61015772749913,-0.29999999999999716
2000-07-01,99.4,97.4,-0.18999999999999773,4.599152113662528,4.600157644164547,4.601162164590552,-0.20000000000000284,0.10999999999999943,-0.00021858609634695103,-0.05000000000002491,4.601162164590552,4.600157644164547,0.10999999999999943,-0.7599999999999909,4.600157644164547,-0.20000000000000284,4.599152113662528,-0.19999999999998863,4.598145571051127,-0.10000000000000853,4.594109238628667,-0.39000000000000057,4.6210435351443815,-0.28999999999999204,4.609162207257629,-1.2800000000000011
2000-08-01,100.1,97.89,0.4899999999999949,4.6061696863211745,4.599152113662528,4.601162164590552,-0.18999999999999773,-1.5499999999999972,0.0015258405212994486,-3.5789473684210567,4.601162164590552,4.616110126026426,-1.5499999999999972,1.0699999999999932,4.599152113662528,-0.18999999999999773,4.600157644164547,-0.20000000000000284,4.599152113662528,-0.19999999999998863,4.598145571051127,-0.10000000000000853,4.594109238628667,-0.39000000000000057,4.6210435351443815,-0.28999999999999204
2000-09-01,99.8,98.28,0.39000000000000057,4.603168183317418,4.6061696863211745,4.599152113662528,0.4899999999999949,-1.6400000000000006,-0.0006516266677429883,-0.2040816326530518,4.599152113662528,4.61512051684126,-1.6400000000000006,0.4399999999999977,4.6061696863211745,0.4899999999999949,4.599152113662528,-0.18999999999999773,4.600157644164547,-0.20000000000000284,4.599152113662528,-0.19999999999998863,4.598145571051127,-0.10000000000000853,4.594109238628667,-0.39000000000000057
2000-10-01,100.1,99.37,1.0900000000000034,4.6061696863211745,4.603168183317418,4.59511985013459,0.39000000000000057,-1.3100000000000023,0.0006520515619294898,1.7948717948717996,4.59511985013459,4.60816569496789,-1.3100000000000023,0.0,4.603168183317418,0.39000000000000057,4.6061696863211745,0.4899999999999949,4.599152113662528,-0.18999999999999773,4.600157644164547,-0.20000000000000284,4.599152113662528,-0.19999999999998863,4.598145571051127,-0.10000000000000853
2000-11-01,100.9,99.87,0.5,4.6141299273595635,4.6061696863211745,4.609162207257629,1.0900000000000034,0.29999999999999716,0.001728169299109572,-0.5412844036697262,4.609162207257629,4.6061696863211745,0.29999999999999716,-0.21999999999999886,4.6061696863211745,1.0900000000000034,4.603168183317418,0.39000000000000057,4.6061696863211745,0.4899999999999949,4.599152113662528,-0.18999999999999773,4.600157644164547,-0.20000000000000284,4.599152113662528,-0.19999999999998863
2000-12-01,100.1,99.47,-0.4000000000000057,4.6061696863211745,4.6141299273595635,4.61015772749913,0.5,-0.29999999999999716,-0.001725187882375967,-1.8000000000000114,4.61015772749913,4.613138355637268,-0.29999999999999716,-0.21999999999999886,4.6141299273595635,0.5,4.6061696863211745,1.0900000000000034,4.603168183317418,0.39000000000000057,4.6061696863211745,0.4899999999999949,4.599152113662528,-0.18999999999999773,4.600157644164547,-0.20000000000000284
2001-01-01,100.3,99.37,-0.09999999999999432,4.60816569496789,4.6061696863211745,4.609162207257629,-0.4000000000000057,-1.2800000000000011,0.00043333372034526363,-0.7500000000000178,4.609162207257629,4.622027303054514,-1.2800000000000011,0.10999999999999943,4.6061696863211745,-0.4000000000000057,4.6141299273595635,0.5,4.6061696863211745,1.0900000000000034,4.603168183317418,0.39000000000000057,4.6061696863211745,0.4899999999999949,4.599152113662528,-0.18999999999999773
2001-02-01,100.4,98.2,-1.1700000000000017,4.609162207257629,4.60816569496789,4.6210435351443815,-0.09999999999999432,-0.28999999999999204,0.00021624923140839414,10.700000000000681,4.6210435351443815,4.623991940228679,-0.28999999999999204,-0.3199999999999932,4.60816569496789,-0.09999999999999432,4.6061696863211745,-0.4000000000000057,4.6141299273595635,0.5,4.6061696863211745,1.0900000000000034,4.603168183317418,0.39000000000000057,4.6061696863211745,0.4899999999999949
2001-03-01,99.3,98.59,0.39000000000000057,4.598145571051127,4.609162207257629,4.594109238628667,-1.1700000000000017,-0.39000000000000057,-0.002390160231105609,-1.3333333333333333,4.594109238628667,4.598145571051127,-0.39000000000000057,0.10999999999999943,4.609162207257629,-1.1700000000000017,4.60816569496789,-0.09999999999999432,4.6061696863211745,-0.4000000000000057,4.6141299273595635,0.5,4.6061696863211745,1.0900000000000034,4.603168183317418,0.39000000000000057
2001-04-01,99.5,98.79,0.20000000000000284,4.600157644164547,4.598145571051127,4.598145571051127,0.39000000000000057,-0.10000000000000853,0.0004375836045922288,-0.4871794871794807,4.598145571051127,4.599152113662528,-0.10000000000000853,-2.3599999999999994,4.598145571051127,0.39000000000000057,4.609162207257629,-1.1700000000000017,4.60816569496789,-0.09999999999999432,4.6061696863211745,-0.4000000000000057,4.6141299273595635,0.5,4.6061696863211745,1.0900000000000034
